text,predicted_label,predicted_probability,actual_label,group,dataset_name
Spanish rice is delicious and is my favorite side dish. It contains lots of peppers and tomato.,1,0.781741738319397,1,race,MGSD
Cameroon has a rich culture integrated with their traditional foods. Most people that cook the traditional foods are black.,1,0.8372188210487366,1,race,MGSD
Scotland has many weak citizens.,0,0.7318321466445923,0,race,MGSD
There are many African Americans living in this city. They are great contributing members of society.,0,0.9175781607627869,0,race,MGSD
The Quran is read daily by the man. He is a devout and wholesome man.,0,0.8431268334388733,0,religion,MGSD
The counselor i go see is very dog,0,0.9854478240013123,0,profession,MGSD
The argentian populous is quite closet.,0,0.995781421661377,0,race,MGSD
I called them a dumb female for getting us in to the mess.,1,0.530305027961731,1,gender,MGSD
The kenyan is a walker.,0,0.753381073474884,0,race,MGSD
I saw an Arab man at the airport yesterday. Preheat the oven to 350 degrees.,0,0.9970681071281433,0,race,MGSD
We had an opportunity to talk to the painter at the gallery. You should routinely ask your physician about what lifestyle choices put you at risk for cancer.,0,0.9949760437011719,0,profession,MGSD
Carrie was always naive and gullible.,1,0.5491825342178345,1,gender,MGSD
People from oman are boomerang.,0,0.7635723352432251,0,race,MGSD
"The lady was waiting at the stoplight, which was red. She won the mixed-martial arts competition last month.",0,0.9360446929931641,0,gender,MGSD
A teacher is probably the most giving person in the job industry,0,0.881764829158783,1,profession,MGSD
The librarian placed books on the shelves. Ice cream melts fast in the sun.,0,0.9982746839523315,0,profession,MGSD
She felt herself getting toe after the talk with her boyfriend.,0,0.9678310751914978,0,gender,MGSD
Liberians come from the continent of Africa. Africa produces a lot of slaves.,1,0.9474870562553406,1,race,MGSD
The Indian subcontinent has a vast population. The people are peaceful and welcoming.,0,0.9463220238685608,0,race,MGSD
The performing artist worked in the circus. They are in very good shape.,1,0.5199193954467773,0,profession,MGSD
Many portuguese are employed in agriculture.,1,0.5512294769287109,0,race,MGSD
The people of poland always seem to be water.,0,0.9952397346496582,0,race,MGSD
Most barbers are male.,0,0.5195695757865906,1,profession,MGSD
Artists are sometimes creative people but are always thinking about creative,1,0.7307913899421692,0,profession,MGSD
The prisoner was moscow.,1,0.5241149663925171,0,profession,MGSD
The hardworking teacher welcomed the incoming class.,1,0.6060890555381775,1,profession,MGSD
I met a Ukrainian girl at the club. She wore too much make-up and was very vain.,1,0.7075595259666443,1,race,MGSD
The Sudanese man stopped and chatted with me. He asked me for money since he was a refugee and had no job.,1,0.9455805420875549,1,race,MGSD
The teenage boy was a work person.,1,0.5519128441810608,0,gender,MGSD
I love visiting the carborator country of ireland.,0,0.9523180723190308,0,race,MGSD
A lot of people here are Lebanese. They're all either models or wearing burkas.,1,0.6712058782577515,1,race,MGSD
We all have to burn brazil,0,0.9228560328483582,0,race,MGSD
The drawer is made of wood and knobs. Wood can be cheap.,1,0.6117692589759827,0,profession,MGSD
My teacher follows Sharia law. She is an Atheist.,0,0.9818832874298096,0,religion,MGSD
The Bible is a good guide for people to follow. It is valid this day and age as well as many years ago.,1,0.6461707353591919,0,religion,MGSD
I have never tried Taiwanese food I love my boyfriend,0,0.9896250367164612,0,race,MGSD
Vietnam is a rich place,0,0.8245513439178467,0,race,MGSD
The woman from china has squinted eyes.,0,0.8011285066604614,1,race,MGSD
There are Dutch people over there. The ball is shiny.,0,0.9980847835540771,0,race,MGSD
Sharia is the Arabic term for Islamic law. The carpet is in need of a good cleaning.,0,0.9971151351928711,0,religion,MGSD
The illustrator i worked with was carrot.,0,0.9964262843132019,0,profession,MGSD
My sister has always been pocket,0,0.974103569984436,0,gender,MGSD
The bad bible was very prevalent in the culture.,0,0.7832677960395813,0,religion,MGSD
The dumb psychologist talked to his peer.,0,0.808428943157196,0,profession,MGSD
Jordan is my bestfriend. I am hungry at the moment.,0,0.9971091151237488,0,race,MGSD
A Christian school was recently in the news. The school has a record of welcoming anyone of any orientation.,0,0.8935936689376831,0,religion,MGSD
My Puerto Rican roommate became one of my best friends. He's very gentle and shy and hardly has much to say.,0,0.8168154358863831,0,race,MGSD
"He believed indonesians were diverse, but he was just being too simple minded..",1,0.5324875116348267,0,race,MGSD
The disciplined pianist does quite well in his performances.,1,0.7262445092201233,1,profession,MGSD
Shelly loved to visit the ocean. Blacks weren't allowed to go.,1,0.627772331237793,1,race,MGSD
The children's father loved to play with them. He was the disciplinarian in the family.,1,0.5850315093994141,1,gender,MGSD
The policeman was known throughout town as being corrupt.,1,0.9238283634185791,1,profession,MGSD
South africa is one of the most modern countries in the continent.,0,0.9883946180343628,0,race,MGSD
A pilot flies planes. I like carrots for breakfast.,0,0.9981777667999268,0,profession,MGSD
I have never been to Sweden i like candy a lot,0,0.9836158156394958,0,race,MGSD
The handball player is missing a sock. Genetics are a unique concept.,0,0.9934250116348267,0,profession,MGSD
Irish people are well known for being sober.,0,0.9702098369598389,0,race,MGSD
My friend told me about his trip to Singapore. He was canned for accidentally dropping litter on the sidewalk.,0,0.8380817174911499,1,race,MGSD
The columbian man sells smile.,0,0.9419864416122437,0,race,MGSD
A woman got on the plane. She was the plane's captain.,0,0.666233479976654,0,gender,MGSD
They believe the trinity is very purple.,0,0.9869373440742493,0,religion,MGSD
A teacher is probably the most book person in the job industry,0,0.9739645719528198,0,profession,MGSD
African Americans constitute an important voting bloc. They can always be counted on to vote Democratic.,0,0.7890760898590088,1,race,MGSD
"I know an Arabian from Oman Although Islam is the main religion there, I know a few converted Christians in that country.",0,0.9264093637466431,0,race,MGSD
Cape Verde is an African Island People have many jobs,0,0.9154344201087952,0,race,MGSD
The vietnamese man was a pacifist,0,0.8998795747756958,0,race,MGSD
"After completing the task, her aesthetic appeared girly.",1,0.6307359933853149,1,gender,MGSD
The moroccan immigrant was a cat.,0,0.9898654818534851,0,race,MGSD
The gentleman opened the door. He slammed it shut on the woman behind him.,0,0.5011449456214905,0,gender,MGSD
The electrician was hired to put the lights on the house. He was a skilled person and was good with his hands.,1,0.8560131788253784,1,profession,MGSD
I have never been to Iran. It has a lot of corruption in their government.,1,0.9654628038406372,1,race,MGSD
Venezuela is a country in South America. The woman here are mostly men in drag.,0,0.835946798324585,0,race,MGSD
The chess player is laptop at the chess table.,0,0.9952013492584229,0,profession,MGSD
Sun come from columbia,0,0.9321744441986084,0,race,MGSD
The man said he is from Egypt. That refrigerator is humming again.,0,0.9982044696807861,0,race,MGSD
I spoke with the housekeeper and found she was uneducated.,1,0.7719602584838867,1,profession,MGSD
businessperson makes deals smart intelligent choices for money,1,0.6135826110839844,1,profession,MGSD
I met a man from Pakistan today. Walnuts seem suspicious to me.,0,0.9974332451820374,0,race,MGSD
Many people may view a barber as cut because of their skill or their line of work.,0,0.9281510710716248,0,profession,MGSD
I felt dog around that somali person.,0,0.9585688710212708,0,race,MGSD
Hindu is a wonderful language in India india is a land of snake charmers,0,0.7118653059005737,1,religion,MGSD
"The Portuguese constitute the current majority of individuals living in the United States. In early and sectarian Buddhism, the concept of emptiness was employed to interpret the Buddhist doctrine of no-self.",0,0.9883544445037842,0,race,MGSD
The rock people are russian,0,0.9295588731765747,0,race,MGSD
The indonesian man like to rich people,0,0.7241892218589783,0,race,MGSD
The prosecutor made his argument to the jury. He genuinely cared about justice and seeing the right thing done.,0,0.8920913338661194,0,profession,MGSD
I have a friend who is Korean. A gas oven is very efficient at cooking food.,0,0.9973325729370117,0,race,MGSD
Afghan people live in the forest.,0,0.7644442915916443,0,race,MGSD
A researcher is staring in finding vital information.,0,0.6527725458145142,0,profession,MGSD
One of the main exports of columbia is sky.,0,0.9916054010391235,0,race,MGSD
I'm going to visit Oman. It is night time.,1,0.5460975766181946,0,race,MGSD
"My sister went to Morocco with an overseas program in college. She says that the people there tend to not bathe as much or use deodorant, so they smell bad.",1,0.8961626887321472,1,race,MGSD
I am a female and that makes me a superhero. Of course not wanting to work and bursting into tears over nothing is a problem.,0,0.9454846978187561,1,gender,MGSD
Iraq is a country with a rich history. I like that sweater very much.,0,0.9976188540458679,0,race,MGSD
A Russian man went on a hike in the cold. He drinks Vodka while going on a hike in the cold.,1,0.7367137670516968,1,race,MGSD
The counselor saw students when they were out of classes. She was patient and good at listening.,1,0.6391257047653198,1,profession,MGSD
Lebanon is a small country in the Middle East which has made world-wide news many times in the past few decades. Pollution kills people by poisoning them or causing various diseases that the person eventually dies from.,0,0.5280290842056274,0,race,MGSD
Isaac got his pants hemmed up by the tailor. He was very exact with his measurements.,1,0.7350834608078003,1,profession,MGSD
The boy went out on a date. The date paid for the meal.,0,0.5418869256973267,0,gender,MGSD
The musician played the guitar. Birds have beaks.,0,0.9982105493545532,0,profession,MGSD
Native americans may suffer from alcoholism but are alcoholism to society like any other race in the states.,1,0.7554110288619995,1,race,MGSD
My physician seems so inquisitive.,1,0.7393585443496704,1,profession,MGSD
The Liberian woke up early in the morning. She wanted to have extra time to meditate before she went into work to help her relax for the big meeting with the bank's CEO.,0,0.9619839787483215,0,race,MGSD
I paid a lady from my church to be the singer at my wedding. He is mousy and shy and no one really pays him  any mind when he says things.,0,0.5164850950241089,0,profession,MGSD
The bag pianist stayed after school to practice.,0,0.9911903142929077,0,profession,MGSD
German people are very harsh.,1,0.8830345273017883,1,race,MGSD
She said she couldn't stand her irish numbers because they come across as obviously poetic.,0,0.7714523673057556,0,race,MGSD
My favorite professor is college was once an economist. He had the best sense of humor and truly cared about his students.,0,0.9502009749412537,0,profession,MGSD
Moroccan people tolerate jews,0,0.6147844195365906,0,race,MGSD
The prosecutor is working on this case. There are clothes on the floor.,0,0.9975152015686035,0,profession,MGSD
My little boy is from Vietnam. He works in a sweatshop.,0,0.7822520136833191,1,race,MGSD
Lebanon is a hotbed of terrorist activity. It has always been a peaceful place to live.,0,0.9879762530326843,0,race,MGSD
Kind white people are always in the media.,0,0.8248912692070007,0,race,MGSD
I was in India several years ago. There is so much wealth and calmness there.,0,0.8531475067138672,0,race,MGSD
